Journal	ISSN	eISSN	Category	IF(2024)	IF Quartile(2024)	IF Rank(2024)	id
JOURNAL OF MICROENCAPSULATION	0265-2048	1464-5246	"CHEMISTRY, APPLIED(SCIE);ENGINEERING, CHEMICAL(SCIE);PHARMACOLOGY & PHARMACY(SCIE)"	3.2	2	126/352	12478
EUROPEAN FOOD RESEARCH AND TECHNOLOGY	1438-2377	1438-2385	FOOD SCIENCE & TECHNOLOGY(SCIE)	3.2	2	82/181	12479
Food Biophysics	1557-1858	1557-1866	FOOD SCIENCE & TECHNOLOGY(SCIE)	3.2	2	82/181	12480
Advances in Nano Research	2287-237X	2287-2388	"MATERIALS SCIENCE, MULTIDISCIPLINARY(SCIE);NANOSCIENCE & NANOTECHNOLOGY(SCIE)"	3.2	3	237/460	12481
Anesthesia and Pain Medicine	1975-5171	2383-7977	ANESTHESIOLOGY(ESCI)	3.2	1	13/68	12482
BIOPOLYMERS	0006-3525	1097-0282	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);BIOPHYSICS(SCIE)	3.2	2	21/79	12483
Annals of Geriatric Medicine and Research	2508-4909	2508-4909	GERIATRICS & GERONTOLOGY(ESCI)	3.2	2	35/73	12484
JOURNAL OF PHYSICS D-APPLIED PHYSICS	0022-3727	1361-6463	"PHYSICS, APPLIED(SCIE)"	3.2	2	71/187	12485
NITRIC OXIDE-BIOLOGY AND CHEMISTRY	1089-8603	1089-8611	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);CELL BIOLOGY(SCIE)	3.2	2	151/319	12486
Competitiveness Review	1059-5422	2051-3143	BUSINESS(ESCI)	3.2	2	139/316	12487
JOURNAL OF SOL-GEL SCIENCE AND TECHNOLOGY	0928-0707	1573-4846	"MATERIALS SCIENCE, CERAMICS(SCIE)"	3.2	1	7/33	12488
Nutrition & Dietetics	1446-6368	1747-0080	NUTRITION & DIETETICS(SCIE)	3.2	2	48/112	12489
Atmospheric and Oceanic Science Letters	1674-2834	2376-6123	METEOROLOGY & ATMOSPHERIC SCIENCES(ESCI)	3.2	2	47/111	12490
PROSTAGLANDINS LEUKOTRIENES AND ESSENTIAL FATTY ACIDS	0952-3278	1532-2823	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);CELL BIOLOGY(SCIE);ENDOCRINOLOGY & METABOLISM(SCIE)	3.2	2	86/191	12491
IUBMB LIFE	1521-6543	1521-6551	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);CELL BIOLOGY(SCIE)	3.2	2	151/319	12492
Flexible Services and Manufacturing Journal	1936-6582	1936-6590	"ENGINEERING, INDUSTRIAL(SCIE);ENGINEERING, MANUFACTURING(SCIE);OPERATIONS RESEARCH & MANAGEMENT SCIENCE(SCIE)"	3.2	2	35/106	12493
Journal of Petroleum Exploration and Production Technology	2190-0558	2190-0566	"ENERGY & FUELS(SCIE);ENGINEERING, PETROLEUM(SCIE);GEOSCIENCES, MULTIDISCIPLINARY(SCIE)"	3.2	2	45862	12494
Oncology and Therapy	2366-1070	2366-1089	ONCOLOGY(ESCI)	3.2	2	129/326	12495
POLYMER ENGINEERING AND SCIENCE	0032-3888	1548-2634	"ENGINEERING, CHEMICAL(SCIE);POLYMER SCIENCE(SCIE)"	3.2	2	43/94	12496
Flexible and Printed Electronics	2058-8585	2058-8585	"ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE);MATERIALS SCIENCE, MULTIDISCIPLINARY(SCIE);PHYSICS, APPLIED(SCIE)"	3.2	2	71/187	12497
Planning Theory & Practice	1464-9357	1470-000X	REGIONAL & URBAN PLANNING(SSCI);URBAN STUDIES(SSCI)	3.2	1	13/76	12498
APSIPA Transactions on Signal and Information Processing	2048-7703	2048-7703	"ENGINEERING, ELECTRICAL & ELECTRONIC(ESCI)"	3.2	2	142/366	12499
BioNanoScience	2191-1630	2191-1649	"MATERIALS SCIENCE, BIOMATERIALS(ESCI)"	3.2	3	36/55	12500
Carbon Management	1758-3004	1758-3012	ENVIRONMENTAL SCIENCES(SCIE);ENVIRONMENTAL STUDIES(SSCI)	3.2	2	82/191	12501
Journal of Immunotherapy and Precision Oncology	2666-2345	2590-017X	IMMUNOLOGY(ESCI);ONCOLOGY(ESCI)	3.2	2	129/326	12502
JOURNAL OF INDUSTRIAL MICROBIOLOGY & BIOTECHNOLOGY	1367-5435	1476-5535	BIOTECHNOLOGY & APPLIED MICROBIOLOGY(SCIE)	3.2	2	75/177	12503
ADSORPTION SCIENCE & TECHNOLOGY	0263-6174	2048-4038	"CHEMISTRY, APPLIED(SCIE);CHEMISTRY, PHYSICAL(SCIE);ENGINEERING, CHEMICAL(SCIE)"	3.2	2	28/75	12504
Journal of Sustainable Metallurgy	2199-3823	2199-3831	GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY(SCIE);METALLURGY & METALLURGICAL ENGINEERING(SCIE)	3.2	2	25/96	12505
Channels	1933-6950	1933-6969	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE)	3.2	2	151/319	12506
Current Developments in Nutrition	2475-2991	2475-2991	NUTRITION & DIETETICS(ESCI)	3.2	2	48/112	12507
Journal of Physical Chemistry C	1932-7447	1932-7455	"CHEMISTRY, PHYSICAL(SCIE);MATERIALS SCIENCE, MULTIDISCIPLINARY(SCIE);NANOSCIENCE & NANOTECHNOLOGY(SCIE)"	3.2	3	95/185	12508
KOREAN JOURNAL OF CHEMICAL ENGINEERING	0256-1115	1975-7220	"CHEMISTRY, MULTIDISCIPLINARY(SCIE);ENGINEERING, CHEMICAL(SCIE)"	3.2	2	103/239	12509
CELL STRESS & CHAPERONES	1355-8145	1466-1268	CELL BIOLOGY(SCIE)	3.2	3	111/204	12510
QUARTERLY REVIEW OF BIOLOGY	0033-5770	1539-7718	BIOLOGY(SCIE)	3.2	1	25/107	12511
International Journal of Industrial Engineering and Management	2217-2661	2683-345X	"ENGINEERING, INDUSTRIAL(ESCI)"	3.2	2	31/69	12512
World Journal of Clinical Oncology	2218-4333	2218-4333	ONCOLOGY(ESCI)	3.2	2	129/326	12513
JOURNAL OF POROUS MATERIALS	1380-2224	1573-4854	"CHEMISTRY, APPLIED(SCIE);CHEMISTRY, PHYSICAL(SCIE);MATERIALS SCIENCE, MULTIDISCIPLINARY(SCIE)"	3.2	2	28/75	12514
Molecular Systems Design & Engineering	2058-9689	2058-9689	"CHEMISTRY, PHYSICAL(SCIE);MATERIALS SCIENCE, MULTIDISCIPLINARY(SCIE);NANOSCIENCE & NANOTECHNOLOGY(SCIE)"	3.2	3	95/185	12515
Thunderbird International Business Review	1096-4762	1520-6874	BUSINESS(ESCI)	3.2	2	139/316	12516
ZEITSCHRIFT FUR PHYSIKALISCHE CHEMIE-INTERNATIONAL JOURNAL OF RESEARCH IN PHYSICAL CHEMISTRY & CHEMICAL PHYSICS	0942-9352	2196-7156	"CHEMISTRY, PHYSICAL(SCIE)"	3.2	3	95/185	12517
AI MAGAZINE	0738-4602	2371-9621	"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE(SCIE)"	3.2	2	94/204	12518
CORROSION REVIEWS	0334-6005	2191-0316	"ELECTROCHEMISTRY(SCIE);MATERIALS SCIENCE, COATINGS & FILMS(SCIE);METALLURGY & METALLURGICAL ENGINEERING(SCIE)"	3.2	2	25/96	12519
KONA Powder and Particle Journal	0288-4534	2187-5537	"ENGINEERING, CHEMICAL(SCIE);MATERIALS SCIENCE, MULTIDISCIPLINARY(SCIE)"	3.2	2	80/175	12520
JOURNAL OF WORLD PREHISTORY	0892-7537	1573-7802	ANTHROPOLOGY(SSCI);ARCHAEOLOGY(AHCI)	3.1	1	3/141	12521
Supreme Court Review	0081-9557	2158-2459	LAW(SSCI)	3.1	1	14/434	12522
East European Politics	2159-9165	2159-9173	AREA STUDIES(SSCI);POLITICAL SCIENCE(SSCI)	3.1	1	4/182	12523
Learning Media and Technology	1743-9884	1743-9892	EDUCATION & EDUCATIONAL RESEARCH(SSCI)	3.1	1	91/756	12524
POLICY AND POLITICS	0305-5736	1470-8442	POLITICAL SCIENCE(SSCI);PUBLIC ADMINISTRATION(SSCI)	3.1	1	46/322	12525
JOURNAL OF ETHNIC AND MIGRATION STUDIES	1369-183X	1469-9451	DEMOGRAPHY(SSCI);ETHNIC STUDIES(SSCI)	3.1	1	1/39	12526
JOURNAL OF PEACE RESEARCH	0022-3433	1460-3578	INTERNATIONAL RELATIONS(SSCI);POLITICAL SCIENCE(SSCI)	3.1	1	17/169	12527
Artificial Intelligence and Law	0924-8463	1572-8382	"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE(SCIE);COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS(SCIE);LAW(SSCI)"	3.1	1	14/434	12528
Journal of European Integration	0703-6337	1477-2280	INTERNATIONAL RELATIONS(SSCI);POLITICAL SCIENCE(SSCI)	3.1	1	17/169	12529
Chinese Political Science Review	2365-4244	2365-4252	POLITICAL SCIENCE(ESCI)	3.1	1	46/322	12530
International Environmental Agreements-Politics Law and Economics	1567-9764	1573-1553	ECONOMICS(SSCI);ENVIRONMENTAL STUDIES(SSCI);LAW(SSCI);POLITICAL SCIENCE(SSCI)	3.1	1	14/434	12531
Behavioural Public Policy	2398-063X	2398-0648	"PSYCHOLOGY, APPLIED(ESCI);PSYCHOLOGY, SOCIAL(ESCI);PUBLIC ADMINISTRATION(ESCI)"	3.1	1	17/90	12532
JOURNAL OF HUMAN EVOLUTION	0047-2484	1095-8606	ANTHROPOLOGY(SSCI);EVOLUTIONARY BIOLOGY(SCIE)	3.1	1	3/141	12533
Medicine Health Care and Philosophy	1386-7423	1572-8633	"ETHICS(SSCI);HISTORY & PHILOSOPHY OF SCIENCE(AHCI, SSCI)"	3.1	1	6/112	12534
EVOLUTIONARY ANTHROPOLOGY	1060-1538	1520-6505	ANTHROPOLOGY(SSCI)	3.1	1	3/141	12535
Open Learning	0268-0513	1469-9958	EDUCATION & EDUCATIONAL RESEARCH(ESCI)	3.1	1	91/756	12536
EARLY CHILDHOOD RESEARCH QUARTERLY	0885-2006	1873-7706	"EDUCATION & EDUCATIONAL RESEARCH(SSCI);PSYCHOLOGY, DEVELOPMENTAL(SSCI)"	3.1	1	91/756	12537
Journal of Dental Sciences	1991-7902	2213-8862	"DENTISTRY, ORAL SURGERY & MEDICINE(SCIE)"	3.1	1	30/162	12538
Health Sociology Review	1446-1242	1839-3551	HEALTH POLICY & SERVICES(SSCI);SOCIOLOGY(SSCI)	3.1	1	21/219	12539
JOURNAL OF THE JAPANESE AND INTERNATIONAL ECONOMIES	0889-1583	1095-8681	ECONOMICS(SSCI);INTERNATIONAL RELATIONS(SSCI)	3.1	1	17/169	12540
European Journal of Teacher Education	0261-9768	1469-5928	EDUCATION & EDUCATIONAL RESEARCH(SSCI)	3.1	1	91/756	12541
Forensic Science International-Genetics	1872-4973	1878-0326	"GENETICS & HEREDITY(SCIE);MEDICINE, LEGAL(SCIE)"	3.1	1	45710	12542
Scandinavian Journal of Trauma Resuscitation & Emergency Medicine	1757-7241	1757-7241	EMERGENCY MEDICINE(SCIE)	3.1	1	9/56	12543
OBESITY SURGERY	0960-8923	1708-0428	SURGERY(SCIE)	3.1	1	45/312	12544
Italian Journal of Pediatrics	1720-8424	1824-7288	PEDIATRICS(SCIE)	3.1	1	26/191	12545
PEDIATRIC RESEARCH	0031-3998	1530-0447	PEDIATRICS(SCIE)	3.1	1	26/191	12546
BMC Oral Health	1472-6831	1472-6831	"DENTISTRY, ORAL SURGERY & MEDICINE(SCIE)"	3.1	1	30/162	12547
MYCOSES	0933-7407	1439-0507	DERMATOLOGY(SCIE);MYCOLOGY(SCIE)	3.1	2	27/96	12548
Clinical Oral Investigations	1432-6981	1436-3771	"DENTISTRY, ORAL SURGERY & MEDICINE(SCIE)"	3.1	1	30/162	12549
Bone & Joint Open	2633-1462	2633-1462	ORTHOPEDICS(ESCI)	3.1	1	25/139	12550
DENTAL TRAUMATOLOGY	1600-4469	1600-9657	"DENTISTRY, ORAL SURGERY & MEDICINE(SCIE)"	3.1	1	30/162	12551
GENETICS SELECTION EVOLUTION	0999-193X	1297-9686	"AGRICULTURE, DAIRY & ANIMAL SCIENCE(SCIE);GENETICS & HEREDITY(SCIE)"	3.1	1	12/86	12552
QUARTERLY REVIEW OF ECONOMICS AND FINANCE	1062-9769	1878-4259	ECONOMICS(SSCI)	3.1	1	117/617	12553
Review of Public Personnel Administration	0734-371X	1552-759X	PUBLIC ADMINISTRATION(SSCI)	3.1	1	17/90	12554
Social Cognitive and Affective Neuroscience	1749-5016	1749-5024	"NEUROSCIENCES(SCIE);PSYCHOLOGY(SCIE);PSYCHOLOGY, EXPERIMENTAL(SSCI)"	3.1	1	13/102	12555
IRISH VETERINARY JOURNAL	0368-0762	2046-0481	VETERINARY SCIENCES(SCIE)	3.1	1	14/170	12556
Chinese Physics C	1674-1137	2058-6132	"PHYSICS, NUCLEAR(SCIE);PHYSICS, PARTICLES & FIELDS(SCIE)"	3.1	2	45891	12557
American Journal of Obstetrics & Gynecology MFM	2589-9333	2589-9333	OBSTETRICS & GYNECOLOGY(SCIE)	3.1	1	23/140	12558
JOURNAL OF NEUROSURGERY-SPINE	1547-5654	1547-5646	CLINICAL NEUROLOGY(SCIE);SURGERY(SCIE)	3.1	1	45/312	12559
ACTA OBSTETRICIA ET GYNECOLOGICA SCANDINAVICA	0001-6349	1600-0412	OBSTETRICS & GYNECOLOGY(SCIE)	3.1	1	23/140	12560
EXPERIMENTAL DERMATOLOGY	0906-6705	1600-0625	DERMATOLOGY(SCIE)	3.1	2	27/96	12561
Food and Waterborne Parasitology	2405-6766	2405-6766	PARASITOLOGY(ESCI);VETERINARY SCIENCES(ESCI)	3.1	1	14/170	12562
GOVERNANCE-AN INTERNATIONAL JOURNAL OF POLICY ADMINISTRATION AND INSTITUTIONS	0952-1895	1468-0491	POLITICAL SCIENCE(SSCI);PUBLIC ADMINISTRATION(SSCI)	3.1	1	46/322	12563
BMC Medical Ethics	1472-6939	1472-6939	"ETHICS(SSCI);MEDICAL ETHICS(SCIE);SOCIAL SCIENCES, BIOMEDICAL(SSCI)"	3.1	1	11/77	12564
GEOFORUM	0016-7185	1872-9398	GEOGRAPHY(SSCI)	3.1	1	27/173	12565
Global Transitions	2589-7918	2589-7918	"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(ESCI)"	3.1	1	98/419	12566
Neurobiology of Language	2641-4368	2641-4368	"LINGUISTICS(ESCI);NEUROSCIENCES(ESCI);PSYCHOLOGY, EXPERIMENTAL(ESCI)"	3.1	1	26/303	12567
AMERICAN JOURNAL OF PHYSIOLOGY-ENDOCRINOLOGY AND METABOLISM	0193-1849	1522-1555	ENDOCRINOLOGY & METABOLISM(SCIE);PHYSIOLOGY(SCIE)	3.1	2	25/87	12568
Discourse Context & Media	2211-6958	2211-6966	COMMUNICATION(SSCI)	3.1	1	28/227	12569
OCCUPATIONAL AND ENVIRONMENTAL MEDICINE	1351-0711	1470-7926	"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(SCIE)"	3.1	1	98/419	12570
Mobile DNA	1759-8753	1759-8753	GENETICS & HEREDITY(SCIE)	3.1	2	69/191	12571
VIRCHOWS ARCHIV	0945-6317	1432-2307	PATHOLOGY(SCIE)	3.1	2	26/90	12572
JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY	0022-1031	1096-0465	"PSYCHOLOGY, SOCIAL(SSCI)"	3.1	1	16/78	12573
PATIENT EDUCATION AND COUNSELING	0738-3991	1873-5134	"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(SCIE);SOCIAL SCIENCES, INTERDISCIPLINARY(SSCI)"	3.1	1	25/271	12574
INTERNATIONAL JOURNAL OF HEALTH SERVICES	0020-7314	1541-4469	HEALTH CARE SCIENCES & SERVICES(SCIE);HEALTH POLICY & SERVICES(SSCI)	3.1	1	25/124	12575
Professional Development in Education	1941-5257	1941-5265	EDUCATION & EDUCATIONAL RESEARCH(SSCI)	3.1	1	91/756	12576
SSM-Population Health	2352-8273	2352-8273	"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(SCIE, SSCI)"	3.1	1	98/419	12577
Journal of Epidemiology and Global Health	2210-6006	2210-6014	"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(SCIE, SSCI)"	3.1	1	98/419	12578
VETERINARY JOURNAL	1090-0233	1532-2971	VETERINARY SCIENCES(SCIE)	3.1	1	14/170	12579
Cognitive Research-Principles and Implications	2365-7464	2365-7464	"PSYCHOLOGY, EXPERIMENTAL(SSCI)"	3.1	1	13/102	12580
CREATIVITY RESEARCH JOURNAL	1040-0419	1532-6934	"PSYCHOLOGY, EDUCATIONAL(SSCI);PSYCHOLOGY, MULTIDISCIPLINARY(SSCI)"	3.1	1	41/221	12581
DEVELOPMENTAL PSYCHOLOGY	0012-1649	1939-0599	"PSYCHOLOGY, DEVELOPMENTAL(SSCI)"	3.1	2	27/94	12582
International Journal of Business Communication	2329-4884	2329-4892	BUSINESS(SSCI);COMMUNICATION(SSCI)	3.1	1	28/227	12583
BRITISH JOURNAL OF CLINICAL PSYCHOLOGY	0144-6657	2044-8260	"PSYCHOLOGY, CLINICAL(SSCI)"	3.1	1	40/185	12584
EMERGING MARKETS FINANCE AND TRADE	1540-496X	1558-0938	BUSINESS(SSCI);ECONOMICS(SSCI);INTERNATIONAL RELATIONS(SSCI)	3.1	1	17/169	12585
JCPP Advances	2692-9384	2692-9384	"PSYCHIATRY(ESCI);PSYCHOLOGY(ESCI);PSYCHOLOGY, DEVELOPMENTAL(ESCI)"	3.1	1	21/93	12586
International Research in Geographical and Environmental Education	1038-2046	1747-7611	EDUCATION & EDUCATIONAL RESEARCH(ESCI)	3.1	1	91/756	12587
JOURNAL OF RESEARCH IN PERSONALITY	0092-6566	1095-7251	"PSYCHOLOGY, SOCIAL(SSCI)"	3.1	1	16/78	12588
JOURNAL OF POLICY MODELING	0161-8938	1873-8060	ECONOMICS(SSCI)	3.1	1	117/617	12589
COMPUTER STANDARDS & INTERFACES	0920-5489	1872-7018	"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE(SCIE);COMPUTER SCIENCE, SOFTWARE ENGINEERING(SCIE)"	3.1	2	41/128	12590
Environmental Education Research	1350-4622	1469-5871	EDUCATION & EDUCATIONAL RESEARCH(SSCI);ENVIRONMENTAL STUDIES(SSCI)	3.1	1	91/756	12591
FUNCTIONAL & INTEGRATIVE GENOMICS	1438-793X	1438-7948	GENETICS & HEREDITY(SCIE)	3.1	2	69/191	12592
GEOGRAPHICAL JOURNAL	0016-7398	1475-4959	GEOGRAPHY(SSCI)	3.1	1	27/173	12593
JOURNAL OF COMPARATIVE ECONOMICS	0147-5967	1095-7227	ECONOMICS(SSCI)	3.1	1	117/617	12594
Journal of Hospital Infection	0195-6701	1532-2939	"INFECTIOUS DISEASES(SCIE);PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(SCIE)"	3.1	1	98/419	12595
STUDIES IN FAMILY PLANNING	0039-3665	1728-4465	"DEMOGRAPHY(SSCI);PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(SSCI)"	3.1	1	5/50	12596
HEALTH POLICY AND PLANNING	0268-1080	1460-2237	HEALTH CARE SCIENCES & SERVICES(SCIE);HEALTH POLICY & SERVICES(SSCI)	3.1	1	25/124	12597
Patient-Patient Centered Outcomes Research	1178-1653	1178-1661	HEALTH CARE SCIENCES & SERVICES(SCIE);HEALTH POLICY & SERVICES(SSCI)	3.1	1	25/124	12598
Annals of Cardiothoracic Surgery	2225-319X	2304-1021	CARDIAC & CARDIOVASCULAR SYSTEMS(SCIE);SURGERY(SCIE)	3.1	1	45/312	12599
JOURNAL OF ANALYTICAL ATOMIC SPECTROMETRY	0267-9477	1364-5544	"CHEMISTRY, ANALYTICAL(SCIE);SPECTROSCOPY(SCIE)"	3.1	1	9/44	12600
AFRICAN DEVELOPMENT REVIEW-REVUE AFRICAINE DE DEVELOPPEMENT	1017-6772	1467-8268	DEVELOPMENT STUDIES(SSCI)	3.1	1	15/65	12601
CLINICAL JOURNAL OF PAIN	0749-8047	1536-5409	ANESTHESIOLOGY(SCIE);CLINICAL NEUROLOGY(SCIE)	3.1	1	14/68	12602
Eksploatacja i Niezawodnosc-Maintenance and Reliability	1507-2711	1507-2711	"ENGINEERING, MULTIDISCIPLINARY(SCIE)"	3.1	1	40/175	12603
EuroChoices	1478-0917	1746-692X	AGRICULTURAL ECONOMICS & POLICY(ESCI)	3.1	2	12/43	12604
JOURNAL OF PUBLIC HEALTH	1741-3842	1741-3850	"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(SCIE, SSCI)"	3.1	1	98/419	12605
PSYCHOMETRIKA	0033-3123	1860-0980	"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS(SCIE);PSYCHOLOGY, MATHEMATICAL(SSCI);SOCIAL SCIENCES, MATHEMATICAL METHODS(SSCI)"	3.1	1	45701	12606
Journal of Natural Fibers	1544-0478	1544-046X	"MATERIALS SCIENCE, TEXTILES(SCIE)"	3.1	1	45869	12607
Network Neuroscience	2472-1751	2472-1751	NEUROSCIENCES(SCIE)	3.1	2	134/314	12608
SALUD PUBLICA DE MEXICO	0036-3634	1606-7916	"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(SSCI)"	3.1	1	98/419	12609
Current Research in Parasitology & Vector-Borne Diseases	2667-114X	2667-114X	PARASITOLOGY(ESCI)	3.1	1	10/47	12610
Kidney Diseases	2296-9381	2296-9357	UROLOGY & NEPHROLOGY(SCIE)	3.1	1	31/133	12611
Korean Journal of Pain	2005-9159	2093-0569	CLINICAL NEUROLOGY(SCIE)	3.1	2	99/285	12612
RESPIRATORY MEDICINE	0954-6111	1532-3064	CARDIAC & CARDIOVASCULAR SYSTEMS(SCIE);RESPIRATORY SYSTEM(SCIE)	3.1	2	33/108	12613
BIOPHYSICAL JOURNAL	0006-3495	1542-0086	BIOPHYSICS(SCIE)	3.1	2	23/79	12614
Gesunde Pflanzen	0367-4223	1439-0345	AGRONOMY(SCIE)	3.1	1	22/129	12615
PHYTOPATHOLOGY	0031-949X	1943-7684	PLANT SCIENCES(SCIE)	3.1	2	76/273	12616
Aslib Journal of Information Management	2050-3806	1758-3748	"COMPUTER SCIENCE, INFORMATION SYSTEMS(SCIE);INFORMATION SCIENCE & LIBRARY SCIENCE(SSCI)"	3.1	1	37/166	12617
COMPUTER-AIDED DESIGN	0010-4485	1879-2685	"COMPUTER SCIENCE, SOFTWARE ENGINEERING(SCIE)"	3.1	2	41/128	12618
Journal of Pharmaceutical and Biomedical Analysis	0731-7085	1873-264X	"CHEMISTRY, ANALYTICAL(SCIE);PHARMACOLOGY & PHARMACY(SCIE)"	3.1	2	134/352	12619
JOURNAL OF ALZHEIMERS DISEASE	1387-2877	1875-8908	NEUROSCIENCES(SCIE)	3.1	2	134/314	12620
MULTIMEDIA SYSTEMS	0942-4962	1432-1882	"COMPUTER SCIENCE, INFORMATION SYSTEMS(SCIE);COMPUTER SCIENCE, THEORY & METHODS(SCIE)"	3.1	2	43/147	12621
EUROPEAN CELLS & MATERIALS	1473-2262	1473-2262	"CELL & TISSUE ENGINEERING(SCIE);ENGINEERING, BIOMEDICAL(SCIE);MATERIALS SCIENCE, BIOMATERIALS(SCIE);ORTHOPEDICS(SCIE)"	3.1	1	25/139	12622
JOURNAL OF APPLIED ECONOMETRICS	0883-7252	1099-1255	"ECONOMICS(SSCI);SOCIAL SCIENCES, MATHEMATICAL METHODS(SSCI)"	3.1	1	13/68	12623
Mycotoxin Research	0178-7888	1867-1632	MYCOLOGY(SCIE);TOXICOLOGY(SCIE)	3.1	2	12/32	12624
Adipocyte	2162-3945	2162-397X	ENDOCRINOLOGY & METABOLISM(SCIE)	3.1	2	88/191	12625
AIDS	0269-9370	1473-5571	IMMUNOLOGY(SCIE);INFECTIOUS DISEASES(SCIE);VIROLOGY(SCIE)	3.1	2	45/137	12626
Automated Software Engineering	0928-8910	1573-7535	"COMPUTER SCIENCE, SOFTWARE ENGINEERING(SCIE)"	3.1	2	41/128	12627
JOURNAL OF NEURO-ONCOLOGY	0167-594X	1573-7373	CLINICAL NEUROLOGY(SCIE);ONCOLOGY(SCIE)	3.1	2	99/285	12628
MUSCLE & NERVE	0148-639X	1097-4598	CLINICAL NEUROLOGY(SCIE);NEUROSCIENCES(SCIE)	3.1	2	99/285	12629
NEUROLOGIA	0213-4853	1578-1968	CLINICAL NEUROLOGY(SCIE)	3.1	2	99/285	12630
JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION	1047-3203	1095-9076	"COMPUTER SCIENCE, INFORMATION SYSTEMS(SCIE);COMPUTER SCIENCE, SOFTWARE ENGINEERING(SCIE)"	3.1	2	41/128	12631
Korean Circulation Journal	1738-5520	1738-5555	CARDIAC & CARDIOVASCULAR SYSTEMS(SCIE)	3.1	2	70/230	12632
PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS	0378-4371	1873-2119	"PHYSICS, MULTIDISCIPLINARY(SCIE)"	3.1	2	32/114	12633
TEXTILE PROGRESS	0040-5167	1754-2278	"MATERIALS SCIENCE, TEXTILES(ESCI)"	3.1	1	45869	12634
Communications in Computational Physics	1815-2406	1991-7120	"PHYSICS, MATHEMATICAL(SCIE)"	3.1	1	6/61	12635
CARDIOVASCULAR DRUGS AND THERAPY	0920-3206	1573-7241	CARDIAC & CARDIOVASCULAR SYSTEMS(SCIE);PHARMACOLOGY & PHARMACY(SCIE)	3.1	2	70/230	12636
JOURNAL OF TURBOMACHINERY-TRANSACTIONS OF THE ASME	0889-504X	1528-8900	"ENGINEERING, MECHANICAL(SCIE)"	3.1	2	55/182	12637
NAUNYN-SCHMIEDEBERGS ARCHIVES OF PHARMACOLOGY	0028-1298	1432-1912	PHARMACOLOGY & PHARMACY(SCIE)	3.1	2	134/352	12638
AMERICAN JOURNAL OF INDUSTRIAL MEDICINE	0271-3586	1097-0274	"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(SCIE)"	3.1	1	98/419	12639
CytoJournal	0974-5963	1742-6413	PATHOLOGY(SCIE)	3.1	2	26/90	12640
Journal of Cardiopulmonary Rehabilitation and Prevention	1932-7501	1932-751X	CARDIAC & CARDIOVASCULAR SYSTEMS(SCIE)	3.1	2	70/230	12641
Journal of Clinical Neurology	1738-6586	2005-5013	CLINICAL NEUROLOGY(SCIE)	3.1	2	99/285	12642
JOURNAL OF DIABETES AND ITS COMPLICATIONS	1056-8727	1873-460X	ENDOCRINOLOGY & METABOLISM(SCIE)	3.1	2	88/191	12643
NEUROPSYCHOBIOLOGY	0302-282X	1423-0224	NEUROSCIENCES(SCIE);PSYCHIATRY(SCIE);PSYCHOLOGY(SCIE)	3.1	1	21/93	12644
Environment and Planning B-Urban Analytics and City Science	2399-8083	2399-8091	ENVIRONMENTAL STUDIES(SSCI);GEOGRAPHY(SSCI);REGIONAL & URBAN PLANNING(SSCI);URBAN STUDIES(SSCI)	3.1	1	27/173	12645
Molecular Informatics	1868-1743	1868-1751	"CHEMISTRY, MEDICINAL(SCIE);COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS(SCIE);MATHEMATICAL & COMPUTATIONAL BIOLOGY(SCIE)"	3.1	1	16/67	12646
AMERICAN JOURNAL OF HYPERTENSION	0895-7061	1941-7225	PERIPHERAL VASCULAR DISEASE(SCIE)	3.1	2	31/98	12647
Global Heart	2211-8160	2211-8179	CARDIAC & CARDIOVASCULAR SYSTEMS(SCIE)	3.1	2	70/230	12648
